Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Monday,19-October-09,8.76,48390.4,6944.9,6935.6,4756.9,67027.7,20060.1,10522.9,616.4,98227.1,40.4,9.25,53560.2,8495.2,7393.8,6871.3,76320.5,13137.7,20845.6,761.6,111065.4,40.2,101950.6,15440,14329.4,11628.2,143348.3,33197.8,31368.4,1378.1,209292.5
Tuesday,20-October-09,8.45,53799.2,7685.9,7518.9,4962.9,73966.9,20418.6,11229.3,616.4,106231.2,40.4,8.61,65084.1,10510.5,8613.6,7329.3,91537.5,13114.1,20986.7,761.6,126399.9,40.3,118883.4,18196.3,16132.6,12292.2,165504.5,33532.7,32215.9,1378.1,232631.2
Wednesday,21-October-09,8.99,48010.1,6907.2,6887.4,4742.2,66546.9,20641.6,10300,616.4,98104.9,40.4,9.83,56845,9073.5,7739.3,7030.6,80688.4,13049.5,20430.3,761.6,114929.8,40.4,104855.1,15980.6,14626.7,11772.8,147235.2,33691.1,30730.3,1378.1,213034.7
Thursday,22-October-09,9.2,44717.2,6457.5,6525,4616.9,62316.5,20239.6,12009.7,616.4,95182.2,40.3,10.28,53808.9,8544.5,7416.2,6904.5,76674.1,13140.4,18390.4,761.6,108966.5,40.3,98526.1,15001.9,13941.2,11521.3,138990.6,33379.9,30400.1,1378.1,204148.7
Friday,23-October-09,9.3,43902.9,5739.9,5541.8,3909.8,59094.4,19270.2,11613.7,616.4,90594.8,40.6,10.71,50235.8,7137.4,6011.9,5693.4,69078.6,13045.1,19058.8,761.6,101944.1,40.5,94138.7,12877.3,11553.7,9603.2,128173,32315.4,30672.5,1378.1,192539
Saturday,24-October-09,9.63,46821.8,4223.6,4136.2,2942.9,58124.4,18003.6,12302.5,616.4,89047,40.3,11.49,53608.8,5301.6,4495.5,4050.9,67456.8,13190.7,15910,761.6,97319.1,40.3,100430.5,9525.2,8631.7,6993.7,125581.2,31194.4,28212.5,1378.1,186366.1
Sunday,25-October-09,9.58,43552.4,4197.1,4296.1,3176.8,55222.4,17574.8,11273.7,616.4,84687.4,40.4,11.53,53901,5241.4,4642.3,4581.6,68366.3,12626.8,14742.8,761.6,96497.6,40.3,97453.4,9438.5,8938.4,7758.4,123588.7,30201.7,26016.5,1378.1,181185
Monday,26-October-09,9.28,42751.8,6189.1,6310.7,4542.2,59793.8,18758.8,12301.9,616.4,91470.9,40.3,11.07,49102.7,7724.5,6911.8,6699.5,70438.4,13112.6,17557.8,761.6,101870.5,40.4,91854.4,13913.6,13222.5,11241.7,130232.2,31871.4,29859.7,1378.1,193341.4
Tuesday,27-October-09,9.4,43579.3,6301.5,6400.6,4573.6,60855.1,19303.7,12431,616.4,93206.3,40.2,11.58,47719.8,7481.9,6759.2,6639.3,68600.2,13016.2,18522.4,761.6,100900.4,40.2,91299.1,13783.5,13159.9,11213,129455.3,32320,30953.4,1378.1,194106.7
Wednesday,28-October-09,9.79,38039.7,5539,5800.7,4362.6,53742,19916.9,13505.1,616.4,87780.5,40.3,11.66,41094,6324.1,6040.6,6424.1,59882.8,13144,18361,761.6,92149.5,40.2,79133.7,11863.1,11841.3,10786.7,113624.8,33060.9,31866.1,1378.1,179929.9
Thursday,29-October-09,9.96,40848.7,5923.7,6103.6,4469.3,57345.3,18898.9,13001.7,616.4,89862.3,40.5,11.33,43275,6703.3,6272.4,6516.6,62767.2,12941,18510.4,761.6,94980.3,40.3,84123.6,12627,12376,10985.9,120112.5,31839.9,31512.1,1378.1,184842.6
Friday,30-October-09,9.64,42759.7,5595.5,5438.3,3872.7,57666.2,19862,12525.1,616.4,90669.7,40.4,11.15,48473.7,6855.4,5832.9,5678.6,66840.6,12856.2,18521.5,761.6,98979.9,40.4,91233.4,12450.9,11271.2,9551.3,124506.8,32718.2,31046.5,1378.1,189649.6
Saturday,31-October-09,10.18,37261.2,3413.9,3508.9,2708,46892.1,18378.9,12500.4,616.4,78387.9,40.4,11.34,45833,4459,3976.4,3889.6,58158,12727.3,16285.7,761.6,87932.7,40.3,83094.3,7872.9,7485.4,6597.6,105050.2,31106.2,28786.1,1378.1,166320.6
Sunday,01-November-09,8.41,51752.4,4935.8,4898.5,3394.8,64981.5,18390.4,12233.9,616.4,96222.3,40.4,10.03,62164.9,6116.1,5190.7,4849.3,78320.9,12814.8,16953.7,761.6,108851.1,40.4,113917.3,11051.8,10089.2,8244.1,143302.5,31205.2,29187.6,1378.1,205073.3
Monday,02-November-09,7.24,54439.4,7790.4,7584.2,4985.2,74799.1,20428.2,14031.1,616.4,109874.9,40.4,8.7,63428.5,10221.2,8407.6,7342.1,89399.3,13140,19850.4,761.6,123151.3,40.3,117867.8,18011.6,15991.8,12327.3,164198.5,33568.2,33881.5,1378.1,233026.2
Tuesday,03-November-09,6.83,57062.3,8153,7873,5084.6,78173,20775,14168.7,616.4,113733.1,40.5,8.36,65141.4,10520.6,8588.2,7392.6,91642.8,13047.6,20268.7,761.6,125720.7,40.3,122203.7,18673.6,16461.2,12477.2,169815.7,33822.6,34437.4,1378.1,239453.8
Wednesday,04-November-09,6.54,61494.8,8761.1,8355.6,5252.7,83864.2,21385.9,13008,616.4,118874.5,40.6,7.5,71811.3,11685.4,9290.8,7656.2,100443.6,13170.7,20087.7,761.6,134463.6,40.5,133306,20446.4,17646.5,12908.9,184307.8,34556.6,33095.7,1378.1,253338.2
Thursday,05-November-09,6.23,61270.7,8729.5,8331,5244.2,83575.5,20686.6,12973.5,616.4,117852.1,40.5,7.64,74533.6,12157.6,9576.9,7762.1,104030.1,13417.7,19146,761.6,137355.5,40.5,135804.3,20887.1,17907.9,13006.3,187605.6,34104.4,32119.6,1378.1,255207.6
Friday,06-November-09,5.48,71129.5,9119.4,8094.5,4782,93125.5,20689,13279.5,616.4,127710.5,40.5,7.11,80327.5,11893.5,8726.3,6738,107685.3,12835.5,17350.8,761.6,138633.3,40.5,151457.1,21012.9,16820.8,11520,200810.8,33524.6,30630.4,1378.1,266343.8
Saturday,07-November-09,5.56,71006,6267.4,5731.8,3535.4,86540.6,18933.9,12781.3,616.4,118872.2,40.5,6.26,82282.7,8392,6348.3,4771.4,101794.4,12371,14465.7,761.6,129392.8,40.6,153288.7,14659.4,12080.1,8306.8,188334.9,31304.9,27247.1,1378.1,248265
Sunday,08-November-09,4.97,72532.4,6806.8,6426.4,3948.7,89714.2,17942.4,13301.8,616.4,121574.9,40.3,6.1,89618.2,9028.4,7032.9,5564.8,111244.3,11967.8,14853.3,761.6,138827.1,40.5,162150.5,15835.3,13459.3,9513.4,200958.6,29910.3,28155.2,1378.1,260402.1
Monday,09-November-09,4.37,74511.9,10540.4,9776.9,5746.6,100575.9,20800.7,14036.3,616.4,136029.3,40.3,6.18,84978.3,13972.1,10664,8164.4,117778.8,13209.1,17772.9,761.6,149522.4,40.4,159490.2,24512.5,20440.9,13911,218354.7,34009.8,31809.2,1378.1,285551.7
Tuesday,10-November-09,4.58,74885.6,10590.9,9817.4,5760.6,101054.5,22895.2,13333.5,616.4,137899.6,40.3,6.23,87018,14323.9,10858.6,8242.4,120442.9,13795.9,18016.9,761.6,153017.4,40.4,161903.6,24914.8,20675.9,14003,221497.4,36691,31350.4,1378.1,290916.9
Wednesday,11-November-09,4.76,71221.3,10086.7,9420,5621.5,96349.5,23907.2,12754.2,616.4,133627.3,40.3,6.14,81965.2,13441.9,10327.6,8043.8,113778.5,14149.8,17628.7,761.6,146318.7,40.4,153186.5,23528.7,19747.6,13665.2,210128,38057,30382.9,1378.1,279946
Thursday,12-November-09,5.72,63966.2,9092.6,8628.6,5345.8,87033.1,23294.8,12492.7,616.4,123437,40.3,7.2,73861.4,12033.2,9476.1,7723.9,103094.7,13674.9,16212.4,761.6,133743.6,40.3,137827.6,21125.8,18104.7,13069.8,190127.8,36969.7,28705,1378.1,257180.6
Friday,13-November-09,6.13,62630.4,8062.6,7301.7,4504.8,82499.5,20952.2,12322.5,616.4,116390.7,40.3,7.82,74444.6,10953.1,8173.4,6533.5,100104.6,13305.5,16290.5,761.6,130462.3,40.3,137075,19015.8,15475.1,11038.3,182604.1,34257.7,28613,1378.1,246852.9
Saturday,14-November-09,6.24,62790.4,5572.3,5192.8,3330.1,76885.6,18825.5,12463.6,616.4,108791.2,40.3,7.65,74537.2,7548.9,5831.5,4579.8,92497.4,13035.8,14160.8,761.6,120455.6,40.3,137327.7,13121.2,11024.3,7909.9,169383,31861.3,26624.3,1378.1,229246.8
Sunday,15-November-09,6.34,67147.5,6321.1,6033.7,3801,83303.4,18189.4,12997.4,616.4,115106.6,40.2,7.79,76846.2,7665.3,6159.8,5221.1,95892.4,13060,14761.7,761.6,124475.7,40.5,143993.7,13986.3,12193.6,9022.1,179195.7,31249.4,27759,1378.1,239582.3
Monday,16-November-09,5.91,68085.6,9662.1,9090,5497.2,92334.9,19943.3,13977.1,616.4,126871.6,40.2,7.67,77100.6,12599.3,9814.1,7845.8,107359.7,13555.2,18023.4,761.6,139700.1,40.4,145186.3,22261.4,18904,13343,199694.6,33498.5,32000.5,1378.1,266571.7
Tuesday,17-November-09,5.87,65611.7,9324.5,8819.6,5403.2,89158.9,20545.2,10495.1,616.4,120815.6,40.4,7.7,75869.4,12384.1,9684.1,7796.1,105733.6,13639.9,19145.6,761.6,139280.8,40.4,141481,21708.6,18503.7,13199.2,194892.6,34185.1,29640.7,1378.1,260096.5
Wednesday,18-November-09,6.09,68661.3,9743.3,9153.9,5527.4,93085.9,20367.1,12697.1,616.4,126766.5,40.2,8.79,76268.6,12461.1,9725.7,7805.3,106260.7,13538.6,19275.2,761.6,139836.1,40.5,144929.9,22204.3,18879.7,13332.7,199346.6,33905.7,31972.3,1378.1,266602.6
Thursday,19-November-09,8.15,54898,7852.7,7650.4,5005,75406,19162.4,12441.1,616.4,107626,40.2,9.88,65257.9,10536.6,8567.5,7368.3,91730.4,13185.1,18957.5,761.6,124634.6,40.3,120155.9,18389.3,16217.9,12373.3,167136.4,32347.5,31398.6,1378.1,232260.6
Friday,20-November-09,7.09,56447.4,7293.2,6731.5,4301.3,74773.4,19876.5,8712,616.4,103978.4,40.2,9.11,64171.2,9333.8,7238.1,6177.2,86920.3,13176.8,17174.2,761.6,118032.9,40.2,120618.6,16627,13969.7,10478.5,161693.7,33053.3,25886.2,1378.1,222011.3
Saturday,21-November-09,6.99,65379.3,5789.3,5371.9,3376.6,79917.2,18048.5,9072.3,616.4,107654.4,40.3,9.2,75653.5,7674.4,5902.4,4599.9,93830.2,12277.3,14579.4,761.6,121448.6,40.4,141032.9,13463.6,11274.3,7976.5,173747.4,30325.8,23651.7,1378.1,229103
Sunday,22-November-09,5.77,68720.6,6461,6159,3829.9,85170.4,18369.8,9781.4,616.4,113938.1,40.2,7.38,83898.5,8419.4,6631.9,5400.1,104349.9,10792.5,15316.4,761.6,131220.4,40.4,152619.1,14880.4,12790.8,9230,189520.3,29162.3,25097.8,1378.1,245158.5
Monday,23-November-09,5.55,66637.5,9462.2,8932.5,5450.6,90482.8,19536.1,11809.7,616.4,122445.1,40.2,7.34,81148.8,13314,10235.6,7990.7,112689.1,11041.4,19900.4,761.6,144392.5,40.4,147786.3,22776.2,19168.1,13441.4,203172,30577.5,31710,1378.1,266837.6
Tuesday,24-November-09,6.56,64825.4,9211.7,8738.7,5381.4,88157.2,19901.1,13397.8,616.4,122072.5,40.2,8.32,74332.1,12121.6,9522.8,7722.5,103698.9,11350.2,18519.6,761.6,134330.3,40.4,139157.5,21333.2,18261.5,13103.9,191856.1,31251.3,31917.4,1378.1,256402.9
Wednesday,25-November-09,5.15,71592.2,10119.6,9475.8,5638,96825.7,21590.2,14528.7,616.4,133561,40.1,6.6,83122.8,13630.4,10441,8065.1,115259.3,11985.1,16662.9,761.6,144668.9,40.2,154715,23750,19916.8,13703.1,212084.9,33575.3,31191.5,1378.1,278229.8
Thursday,26-November-09,4.46,75498.2,10654.1,9904.9,5786.3,101843.5,22525.5,13959,616.4,138944.5,40.2,5.59,89841.8,14797.8,11139.5,8325.6,124104.7,11852.3,17247,761.6,153965.7,40.2,165340,25451.8,21044.4,14111.9,225948.2,34377.9,31206,1378.1,292910.2
Friday,27-November-09,4.09,81833.6,10424.7,9112.1,5115.1,106485.4,19663.3,12926.8,616.4,139692,40.2,5.16,96511.8,14413.6,10158.4,7243.3,128327.1,11839.9,17614.2,761.6,158542.8,40.3,178345.4,24838.3,19270.5,12358.4,234812.5,31503.2,30541,1378.1,298234.8
Saturday,28-November-09,3.24,86729.1,7579.1,6779.8,3899.6,104987.6,18440,12505.7,616.4,136549.7,40.2,3.91,105515.5,10869.7,7831.2,5309.6,129526,11244.1,17067.4,761.6,158599.2,40.3,192244.6,18448.7,14611,9209.2,234513.6,29684.1,29573.1,1378.1,295148.9
Sunday,29-November-09,2.53,90188.9,8379.5,7736.6,4401.8,110706.8,16118.1,13283.7,616.4,140725,40.1,4.25,106081,10745.9,8111.9,5979.4,130918.2,11362.2,15708.1,761.6,158750.1,40.2,196269.8,19125.4,15848.5,10381.2,241625,27480.2,28991.8,1378.1,299475.1
Monday,30-November-09,2.19,94712.3,13285.4,11992.9,6515.3,126505.9,19038.8,15076.5,616.4,161237.6,40.3,3.05,108208.7,17998.7,13043.1,9028.4,148278.9,11798.7,19548.7,761.6,180387.9,40.2,202921,31284,25036,15543.7,274784.8,30837.5,34625.1,1378.1,341625.5
Tuesday,01-December-09,1.61,99689.3,13971.9,12551.8,6703.7,132916.7,19154.3,15043.4,616.4,167730.8,40.3,2.84,113444.6,18923.5,13607,9226.7,155201.8,12167.9,19713.7,761.6,187845.1,40.3,213133.9,32895.4,26158.8,15930.4,288118.5,31322.2,34757.2,1378.1,355576
Wednesday,02-December-09,3.04,86493.6,12164.1,11107.5,6202.8,115968,18744.5,14221.1,616.4,149550,40.2,4.62,99161,16434.7,12114.2,8678.5,136388.4,12030.8,18362.3,761.6,167543.1,40.2,185654.7,28598.8,23221.7,14881.3,252356.4,30775.3,32583.4,1378.1,317093.1
Thursday,03-December-09,2.58,86193.2,12124.1,11074.1,6227,115618.3,19461,14362.3,616.4,150058,40.2,3.9,99432.6,16480.8,12140.5,8640.5,136694.5,11798.3,17787.8,761.6,167042.2,40.1,185625.8,28604.9,23214.6,14867.5,252312.8,31259.3,32150.1,1378.1,317100.2
Friday,04-December-09,2.45,85682.8,10875.9,9481.7,5266.3,111306.7,19693.9,13264.6,616.4,144881.6,40.1,3.96,99722.8,14924.6,10446.9,7303.7,132397.9,11035.7,18025.5,761.6,162220.8,40,185405.6,25800.5,19928.6,12570,243704.7,30729.5,31290.1,1378.1,307102.4
Saturday,05-December-09,3.94,80750.7,7061.2,6392.1,3771.7,97975.7,17377.8,12198.5,616.4,128168.5,40.2,5.4,93823.4,9612.4,7071.9,5003.1,115510.8,10795.6,14928.9,761.6,141996.9,40,174574.1,16673.7,13464,8774.8,213486.6,28173.4,27127.4,1378.1,270165.4
Sunday,06-December-09,4.09,77227.7,7199,6789.7,4077.1,95293.6,17212.8,12250.6,616.4,125373.4,40.3,5.58,90373.3,9084.2,7057.3,5534,112048.8,11119.3,15331,761.6,139260.7,40.2,167601,16283.2,13847,9611.1,207342.4,28332.1,27581.6,1378.1,264634.2
Monday,07-December-09,4.4,77683.5,10932.1,10141.3,5901.5,104658.4,17577.9,13120.3,616.4,135973,40.1,5.56,91058.1,15004.5,11249.8,8403.2,125715.6,11637.9,17938,761.6,156053.2,40.1,168741.6,25936.7,21391.1,14304.7,230374,29215.8,31058.3,1378.1,292026.1
Tuesday,08-December-09,4.53,77617.1,10922.7,10120.3,5966.5,104626.6,18732.6,13228.4,616.4,137204,40.1,5.89,89496.4,14732.1,11086.3,8342.7,123657.5,10991,18207.1,761.6,153617.2,40.1,167113.6,25654.8,21206.6,14309.1,228284.1,29723.6,31435.5,1378.1,290821.2
Wednesday,09-December-09,5.14,72239.6,10188.6,9531.9,5757.7,97717.8,16979.6,13166.6,616.4,128480.4,40.2,6.29,83902,13757.3,10500.3,8124.5,116284.1,10810,17318.9,761.6,145174.7,40.1,156141.6,23945.9,20032.2,13882.2,214001.9,27789.6,30485.5,1378.1,273655.1
Thursday,10-December-09,3.6,80498.3,11312.2,10454.7,6047.2,108312.5,17556,13334.5,616.4,139819.4,40.2,5.44,90762.1,14945.4,11217.6,8390.4,125315.4,10951.4,18122.3,761.6,155150.7,40.2,171260.3,26257.6,21672.4,14437.5,233627.9,28507.4,31456.8,1378.1,294970.1
Friday,11-December-09,2.93,95882.3,12128,10444.2,5637.1,124091.6,16227.3,12323.2,616.4,153258.6,40,4.57,109431.9,16443.9,11310.3,7659,144845,11308.3,18056.8,761.6,174971.8,40,205314.2,28571.9,21754.5,13296.1,268936.7,27535.6,30380,1378.1,328230.3
Saturday,12-December-09,2.82,92842.5,8073.8,7195.5,4107.9,112219.7,14094.8,11022,616.4,137952.9,40.2,3.74,108666.7,11202.6,8023.7,5393.6,133286.6,5837.8,15891.8,761.6,155777.9,40,201509.2,19276.4,15219.2,9501.5,245506.4,19932.6,26913.8,1378.1,293730.8
Sunday,13-December-09,2.57,93774.9,8676.8,8013.2,4559.4,115024.4,13964.7,10218.9,616.4,139824.4,40.2,3.36,110148.3,11170.5,8372.9,6091.9,135783.6,5692.9,15984.9,761.6,158223.1,40.1,203923.3,19847.3,16386.1,10651.2,250807.9,19657.7,26203.8,1378.1,298047.5
Monday,14-December-09,2.81,89925.1,12592.1,11484.7,6410.2,120412.1,15082.3,11314.3,616.4,147425.1,40.3,3.78,103603.9,17176.7,12558.9,8836.2,142175.6,6634.3,19052.5,761.6,168624,40.2,193529,29768.8,24043.6,15246.3,262587.8,21716.6,30366.7,1378.1,316049.2
Tuesday,15-December-09,3.24,83054.8,11649.6,10732.5,6144.9,111581.8,17740.5,12269.9,616.4,142208.6,40.3,2.65,104511.7,17329,12656.2,8893.7,143390.6,6786.3,18738,761.6,169676.6,40.2,187566.5,28978.6,23388.6,15038.6,254972.4,24526.8,31007.9,1378.1,311885.2
Wednesday,16-December-09,2.95,86944.6,12179.1,11158,6295.1,116576.8,19070,12158.9,616.4,148422.1,40.3,2.9,104933.8,17403.7,12699.9,8909.2,143946.6,6735.1,17812.8,761.6,169256,40.3,191878.3,29582.8,23857.9,15204.3,260523.4,25805.1,29971.6,1378.1,317678.1
Thursday,17-December-09,0.6,106439.5,14836.9,13290.9,7046.8,141614.1,19288.5,13167.4,616.4,174686.4,40.3,-0.33,124570.6,20819.1,14749.5,9655.1,169794.3,6577.4,17724.2,761.6,194857.6,40.4,231010.1,35656,28040.4,16701.9,311408.4,25865.9,30891.5,1378.1,369544
Friday,18-December-09,-0.23,118575.4,14917.7,12577.6,6376.5,152447.2,20456.6,13098,616.4,186618.2,40.3,-1.31,143402.5,21794.4,14367.2,8769.2,188333.3,6707.8,17864.9,761.6,213667.6,40.3,261977.8,36712.1,26944.8,15145.7,340780.5,27164.4,30962.9,1378.1,400285.8
Saturday,19-December-09,-1.63,124315.1,10713.6,9278.4,4893.6,149200.7,18775,12112.6,616.4,180704.7,40.3,-0.6,150492.2,15697.6,10722.1,6389,183300.9,6173.3,15177.1,761.6,205412.8,40.2,274807.3,26411.2,20000.4,11282.6,332501.5,24948.3,27289.7,1378.1,386117.6
Sunday,20-December-09,-1.35,125414,11503.9,10346.4,5417.6,152681.8,18757.3,13092.9,616.4,185148.4,40.3,-1.15,150365.8,15420.7,11058.2,7147.5,183992.2,5833.2,15232,761.6,205819.1,40.3,275779.9,26924.5,21404.5,12565.1,336674.1,24590.5,28324.9,1378.1,390967.5
Monday,21-December-09,-0.14,121054.7,12761.6,11211.3,5379.3,150406.8,19950.3,13691,616.4,184664.5,40.2,-0.45,147289.5,17503.5,12073.7,6571.1,183437.9,6986,17951.6,761.6,209137.2,40.1,268344.2,30265.1,23285,11950.4,333844.7,26936.3,31642.6,1378.1,393801.7
Tuesday,22-December-09,-1.09,124176.1,13087.2,11471.3,5470,154204.6,19708.9,12871.6,616.4,187401.6,40.3,-0.91,152887.2,18190.8,12490.9,6713.3,190282.3,10160.6,17338.7,761.6,218543.1,40,277063.3,31278.1,23962.2,12183.4,344486.9,29869.5,30210.3,1378.1,405944.7
Wednesday,23-December-09,-1.54,116921.4,12332.9,10861.3,5259.1,145374.8,17106.5,9159,616.4,172256.8,40.3,-0.26,143609.6,17048,11798.4,6476.9,178932.9,11187.2,14625.2,761.6,205506.9,40.1,260531.1,29380.9,22659.7,11736,324307.7,28293.7,23784.3,1378.1,377763.7
Thursday,24-December-09,0.06,118704.6,11502.3,9989.8,4629.4,144826.1,14257,8030.4,616.4,167730,40.3,0.61,139341.2,16155.6,10933.6,5388.8,171819.2,10667.8,10954.3,761.6,194203,40.2,258045.9,27657.8,20923.4,10018.1,316645.3,24924.8,18984.7,1378.1,361932.9
Friday,25-December-09,0.31,111658.9,9770.8,8443.8,3832.4,133706,13844.2,7463.1,616.4,155629.8,40.3,0.72,128255,13141.8,9039.8,4264.1,154700.7,7987.2,9032.4,761.6,172482,40.3,239914,22912.6,17483.6,8096.5,288406.7,21831.5,16495.5,1378.1,328111.8
Saturday,26-December-09,0.32,107316.9,9302.9,8072.7,3708.9,128401.4,14050.2,7174.4,616.4,150242.4,40.3,2.01,118387.8,11892,8284,4037.9,142601.6,9037.6,8764.4,761.6,161165.3,40.3,225704.7,21194.8,16356.7,7746.7,271003,23087.9,15938.8,1378.1,311407.7
Sunday,27-December-09,0.38,106507.8,9900,8714.1,4194.2,129316,14459.2,8420.8,616.4,152812.4,40.2,1.78,123723.5,13773.5,9514.1,4946.3,151957.4,9090.8,8778.3,761.6,170588.1,40.3,230231.3,23673.5,18228.1,9140.5,281273.4,23550,17199,1378.1,323400.5
Monday,28-December-09,-0.01,114416.4,11094.1,9665.5,4518.7,139694.7,14880.9,8345.9,616.4,163537.9,40.1,1.59,131078.8,15156.1,10340.9,5204.1,161779.8,10518.3,10317,761.6,183376.8,40.2,245495.2,26250.1,20006.3,9722.8,301474.5,25399.2,18662.9,1378.1,346914.7
Tuesday,29-December-09,-0.97,114205.3,11085.8,9649.3,4513.1,139453.4,15879,8702.5,616.4,164651.3,40.2,0.32,133450.9,15440.4,10510.6,5256.9,164658.8,11607,12491.4,761.6,189518.8,40.2,247656.2,26526.2,20159.9,9770,304112.2,27485.9,21193.9,1378.1,354170.1
Wednesday,30-December-09,-0.32,114632.1,11125,9681.3,4524,139962.4,14585.8,9000.3,616.4,164165,40.3,0.07,135434.1,15678.8,10652.4,5300.9,167066.3,11657,11889.7,761.6,191374.7,40.1,250066.2,26803.9,20333.7,9824.9,307028.7,26242.8,20890,1378.1,355539.6
Thursday,31-December-09,0.23,117415.7,11385.8,9896.1,4595.7,143293.4,12654.5,9020.5,616.4,165584.8,40.1,0.38,136453,15792.2,10724.9,5323.4,168293.5,11489.2,11567.9,761.6,192112.3,40.1,253868.7,27178.1,20621,9919.1,311586.9,24143.7,20588.4,1378.1,357697.1
Friday,01-January-10,-1.03,116938.6,10227.1,8805,3951.1,139921.8,14401.2,9661.4,616.4,164600.8,40.2,0.41,138664.5,14243.6,9710.8,4416.4,167035.3,11390.1,12573.1,761.6,191760.1,40.1,255603.1,24470.7,18515.8,8367.4,306957.1,25791.3,22234.5,1378.1,356360.9
Saturday,02-January-10,-0.9,123290.5,11460.8,9955.7,4616,149323.1,14393.7,9471.7,616.4,173804.9,40.3,0.05,142391,15916.9,10795.6,5288.2,174391.8,11920,12778.9,761.6,199852.4,40.2,265681.5,27377.7,20751.4,9904.3,323714.9,26313.8,22250.6,1378.1,373657.3
Sunday,03-January-10,-1.98,123556.4,12456.2,10964,5293,152269.6,15043.8,10586.1,616.4,178515.8,40.1,-0.44,150252.5,17218.9,11911.8,6442.6,185825.8,12631,13564,761.6,212782.4,40.2,273808.9,29675.1,22875.8,11735.5,338095.3,27674.7,24150.1,1378.1,391298.2
Monday,04-January-10,-2.45,131769.7,13866.7,12100.2,5689.7,163426.3,17040.5,11654.9,616.4,192738.1,40.2,-1.11,156980.9,18667.3,12792.2,6740.7,195181,13794.2,18000.9,761.6,227737.7,40.4,288750.6,32533.9,24892.4,12430.4,358607.3,30834.6,29655.8,1378.1,420475.8
Tuesday,05-January-10,-2.44,120521.9,16746.7,14830.7,7586.8,159686.1,17461.4,11558.8,616.4,189322.7,40.2,-0.78,143293.5,24043.4,16689.3,10233.9,194260,13619.9,19221.1,761.6,227862.6,40.2,263815.3,40790.1,31520,17820.7,353946.1,31081.3,30779.9,1378.1,417185.3
Wednesday,06-January-10,-2.88,123087.1,17095.1,15110.7,7685.5,162978.4,17348.2,13282.8,616.4,194225.9,40.3,-2.26,147287,24739.7,17123.1,10381.7,199531.4,13545,18847.9,761.6,232686,40.2,270374.1,41834.8,32233.7,18067.2,362509.8,30893.3,32130.7,1378.1,426911.8
Thursday,07-January-10,-4.24,129508.4,17974.1,15813.1,7932.7,171228.3,17014.2,15387.4,616.4,204246.2,40.4,-2.32,151794.6,25523.4,17592.8,10549.2,205460.1,13580.3,15515.6,761.6,235317.6,40.1,281303,43497.5,33406,18482,376688.4,30594.5,30902.9,1378.1,439563.8
Friday,08-January-10,-5.19,136045.4,17065.5,14220.1,6943.6,174274.6,16103.8,15404.4,616.4,206399.2,40.4,-2.26,154974.9,23582.2,15409.2,9021.9,202988.2,13482.8,17857.7,761.6,235090.3,40.1,291020.3,40647.7,29629.2,15965.5,377262.8,29586.5,33262.1,1378.1,441489.5
